"index_origin","author","time","toefl","gre_total","gre_v","gre_q","gre_aw","district","season","type","offertype","major_school_apply","major_school","gpa","graduated","gre_raw","gre_sub","extrainfo","college_apply","major_apply","college_before","major_before","cross","gpa_measure","rl","intern","research","paper","first","sci","exchange","College_apply_new","Top100_college_apply","CollegeRank","CollegeRankTop50","Districts","Before_CollegeRank","major_apply_new","gre_total_new","Standardgap","gre_total_dis","toefl_dis","gpa_dis"
21865,"Miscut",16,110,"327","","",""," 美国","Fall","PhD","Admitted","IEOR@ISE@VT","  @ SUTD",4.76,"","327"," NA"," 两封很不错的letter","VT","IEOR","SUTD","",0,5,0,0,0,0,0,0,0,"Virginia Polytechnic Institute and State University","Virginia Polytechnic Institute and State University","Others","Others","EastCoast","Others","IEOR",327,3.808,">325",">106",">3.7"
21867,"DarthPotter",16,117,"330","162","168","4"," 美国","Fall","MS","Admitted","CS@BIC@CMU","CS @ Top60破文理学院",3.1,"","162 186 4",""," 今年五月本科毕业，目前在工作","CMU","CS","Top60破文理学院","CS",1,4,0,1,0,0,0,0,0,"Carnegie Mellon University","Carnegie Mellon University","Top10_50","Top50","EastCoast","Others","CS",330,3.1,">325",">106","<=3.4"
21869,"gyzjay",16,101,"323","","","3"," 美国","Fall","MS","Admitted","CS@BIC@CMU"," CS @ 北航",3.25,"","323+3","","","CMU","CS","北航","CS",1,4,0,0,0,0,0,0,0,"Carnegie Mellon University","Carnegie Mellon University","Top10_50","Top50","EastCoast","Others","CS",323,3.25,"322~325","98~102","<=3.4"
21870,"ChaceLei",16,91,"318","148","170","3.5"," 美国","Fall","MS","Rejected","CS@wpi"," cs @ 中国海洋大学",3.2,"","148+170+3.5","","","wpi","CS","中国海洋大学","CS",0,4,0,0,0,0,0,0,0,"Worcester Polytechnic Institute","Worcester Polytechnic Institute","Others","Others","EastCoast","Others","CS",318,3.2,"<=319","<=98","<=3.4"
21871,"我们的永远",16,104,"323","155","168","3.5"," 美国","Fall","MS","Rejected","CS@NEU"," CS @ BIT",3.23,"","155+168+3.5",""," 一个老师stanford访学不算牛推吧","NEU","CS","BIT","CS",1,4,0,0,0,0,0,0,0,"Northeastern University","Northeastern University","Others","Others","EastCoast","Top100~500","CS",323,3.23,"322~325","102~106","<=3.4"
21874,"timeo",16,105,"330","160","170","3"," 美国","Fall","MS","Admitted","Stat/Biostat@Columbia"," Economics @ BJTU",3.83,"","160+170+3.0","","","Columbia","Stat/Biostat","BJTU","Economics",0,4,0,0,0,0,0,0,0,"Columbia University","Columbia University","Top10_50","Top50","EastCoast","Others","Stat/Biostat",330,3.83,">325","102~106",">3.7"
21884,"ljy554",16,107,"327","","","3.5"," 美国","Fall","MS","Rejected","Stat/Biostat@Harvard"," 数学院，统计 @ PKU",3.6,"","327+3.5","Math 920, 99%","","Harvard","Stat/Biostat","PKU","数学院，统计",0,4,0,0,0,0,0,0,0,"Harvard University","Harvard University","Top10","Top50","EastCoast","Top100","Stat/Biostat",327,3.6,">325",">106","3.55~3.7"
21894,"JennyWan",16,99,"323","153","170","3"," 美国","Fall","MS","Admitted","EE@EECS@NWU"," 光电 @ BIT",3.75,"","153+170+3",""," 无牛推","NWU","EE","BIT","光电",0,4,0,0,0,0,0,0,0,"Northwestern University","Northwestern University","Top10_50","Top50","MidWest","Top100~500","EE",323,3.75,"322~325","98~102",">3.7"
21896,"nyy86",16,102,"317"," ","","2.5"," 美国","Fall","MS","Admitted","CS@USC"," cs @ 台灣地區後段國立大學",3.74,"","317 awa(2.5 below 7%)","","sci 1作 * 3  q1/q2/q3","USC","CS","台灣地區後段國立大學","CS",0,4,0,0,0,1,1,1,0,"University of Southern California","University of Southern California","Others","Others","WestCoast, AK, HI","Others","CS",317,3.74,"<=319","98~102",">3.7"
21897,"terrykey",16,104,"323","153","170","3"," 美国","Fall","MS","Admitted","CS@CGGT@UPenn"," 机械工程，辅修计算机 @ THU",89,"","153+170+3.0",""," 暑期海外实验室研修","UPenn","CS","THU","机械工程，辅修计算机",0,100,0,0,0,0,0,0,0,"University of Pennsylvania","University of Pennsylvania","Top10_50","Top50","EastCoast","Top100","CS",323,3.56,"322~325","102~106","3.55~3.7"
21898,"xuyuhao",16,100,"327","157","170","3"," 美国","Fall","MS","Admitted","CS@University of Pennsylvania"," CS @ 浙大",3.75,"","157+170+3.0",""," 无牛推 无paper 有实验室水经历 暑期美国北卡科研交流(有推荐信)","University of Pennsylvania","CS","浙大","CS",1,4,0,0,1,0,1,1,1,"University of Pennsylvania","University of Pennsylvania","Top10_50","Top50","EastCoast","Top100","CS",327,3.75,">325","98~102",">3.7"
21903,"香蕉你个橘子",16,90,"321","151","170","3.5"," 美国","Fall","PhD","Admitted","CS@NJIT"," 通信工程 @ 浙江大学",3.27,": 电子科学与技术 @ 浙江大学, GPA  3.75/北大4.0算法:","V151+Q170+AW3.5","","","NJIT","CS","浙江大学","EE",0,4,0,0,0,0,0,0,0,"New Jersey Institute of Technology","New Jersey Institute of Technology","Others","Others","EastCoast","Top100","CS",321,3.27,"319~322","<=98","<=3.4"
21907,"leonlee1113",16,109,"322","","","3"," 美国","Fall","MS","Admitted","CS@UCSD"," CS @ 复旦",3.65,"","322+3",""," 国内水文一片，水实习","UCSD","CS","复旦","CS",1,4,0,1,0,0,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Top100","CS",322,3.65,"319~322",">106","3.55~3.7"
21909,"ShawMean",16,103,"323","153","170","3.5"," 美国","Fall","PhD","Rejected","ME@Princeton"," Automation @ BIT",91,": Control @ ZJU, GPA  : ","153+170+3.5","","1 journal paper, 1 conference paper","Princeton","ME","BIT","IEOR",0,100,0,0,0,1,0,0,0,"Princeton University","Princeton University","Top10_50","Top50","EastCoast","Top100~500","ME",323,3.64,"322~325","102~106","3.55~3.7"
21920,"xieyt",16,103,"324","","","4"," 美国","Fall","MS","Admitted","EE@UCSD"," 光信息 @ SYSU",3.6,"","324+4.0","","","UCSD","EE","SYSU","光信息",0,4,0,0,0,0,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Top100~500","EE",324,3.6,"322~325","102~106","3.55~3.7"
21921,"YooGoo",16,102,"323","153","170","3"," 美国","Fall","MS","Admitted","MIS@TAMU"," Information management & Information system @ CUFE",3.85,": 无 @ 于无, GPA  无:","V 153  Q 170 AW 3",""," 无牛推，三个实习，一个投资公司，一个Deloitte，一个创业公司","TAMU","MIS","CUFE","Information management & Information system",0,4,0,1,0,0,0,0,0,"Texas A&M University","Texas A&M University","Others","Others","GulfCoast","Others","MIS",323,3.85,"322~325","98~102",">3.7"
21923,"billchen",16,108,"333","","","3.5"," 美国","Fall","MS","Admitted","EE@UCSD"," IEEE @ SJTU",87.7,"","333+3.5","","","UCSD","EE","SJTU","IEEE",0,100,0,0,0,0,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Top100","EE",333,3.508,">325",">106","3.4~3.55"
21928,"Thorium",16,110,"323","","","3.5"," 美国","Fall","PhD","Admitted","CS@USC"," 信息工程 @ SJTU",3.88,"","323+3.5",""," 无牛推 有在投paper","USC","CS","SJTU","EE",0,4,0,0,0,1,0,0,0,"University of Southern California","University of Southern California","Others","Others","WestCoast, AK, HI","Top100","CS",323,3.88,"322~325",">106",">3.7"
21932,"Determinant",16,107,"319","153","166",""," 美国","Fall","PhD","Admitted","CS@UIUC"," CS @ 上海交大",84.85,"","153+166",""," 有两个海外教授推荐信","UIUC","CS","上海交大","CS",1,100,0,0,0,0,0,0,0,"University of Illinois at Urbana-Champaign","University of Illinois at Urbana-Champaign","Others","Others","MidWest","Others","CS",319,3.394,"<=319",">106","<=3.4"
21938,"咩酱爱吃草",16,100,"320","152","168","3"," 美国","Fall","MS","Admitted","EE@UCSD"," 电信工程及管理 @ BUPT",3.6,"","152+168+3.0","","","UCSD","EE","BUPT","电信工程及管理",0,4,0,0,0,0,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Others","EE",320,3.6,"319~322","98~102","3.55~3.7"
21939,"lloqiolloqio",16,105,"326","156","170","3.5"," 美国","Fall","MS","Admitted","MFE/Fin/FinMath@usc"," 信息与计算科学 @ 北京交通大学",93,"","156 170 3.5","","","usc","MFE/Fin/FinMath","北京交通大学","信息与计算科学",0,100,0,0,0,0,0,0,0,"University of Southern California","University of Southern California","Others","Others","WestCoast, AK, HI","Others","MFE/Fin/FinMath",326,3.72,">325","102~106",">3.7"
21941,"muyige",16,94,"323","153","170","3.5"," 美国","Fall","PhD","Rejected","CivilEng@Civil Engineering@UVA"," Transportation @ CSU",3.4,": Transportation @ BJTU, GPA  3.7:","153+170+3.5",""," 一封老外推荐信，两封国内教授。","UVA","CivilEng","CSU","Transportation",0,4,0,0,0,0,0,0,0,"University of Virginia","University of Virginia","Others","Others","EastCoast","Others","CivilEng",323,3.4,"322~325","<=98","<=3.4"
21942,"Spark小鸟",16,100,"325","157","168","3"," 美国","Fall","MS","Admitted","EE@EE@Pitt","  @ 北京邮电大学",3.4,"","157+168+3.0",""," 实验室项目和实习都是划水，无牛推","Pitt","EE","北京邮电大学","",0,4,0,1,1,0,0,0,0,"University of Pittsburgh","University of Pittsburgh","Others","Others","EastCoast","Others","EE",325,3.4,"322~325","98~102","<=3.4"
21948,"ws775901",12,99,"321","","",""," 美国","Fall","MS","Admitted","CS@USC"," CS @ bupt",88,"","321",""," 二作一篇","USC","CS","bupt","CS",1,100,0,0,0,1,0,0,0,"University of Southern California","University of Southern California","Others","Others","WestCoast, AK, HI","Others","CS",321,3.52,"319~322","98~102","3.4~3.55"
21950,"嫩土豆",16,99,"318","152","166","3"," 美国","Fall","MS","Admitted","CE@SMU"," 测控 @ 东南大学",3.1,"","152+166+3.0","","","SMU","CE","东南大学","测控",0,4,0,0,0,0,0,0,0,"Southern Methodist University","Southern Methodist University","Others","Others","GulfCoast","Others","CE",318,3.1,"<=319","98~102","<=3.4"
21953,"lnq56789",16,104,"327","","","3.5"," 美国","Fall","MS","Admitted","DataScience/Analytics@RPI"," Insurance @ RUC",3.58,"","327+3.5",""," 无牛推，两个老师一个老板","RPI","DataScience/Analytics","RUC","Insurance",0,4,0,1,0,0,0,0,0,"Rensselaer Polytechnic Institute","Rensselaer Polytechnic Institute","Others","Others","EastCoast","Top100~500","Others",327,3.58,">325","102~106","3.55~3.7"
21962,"CxtxG330",16,107,"327","","","3.5"," 美国","Fall","MS","Admitted","EE@NWU"," EE @ 东南大学",3.86,"","327+3.5",""," 无牛腿","NWU","EE","东南大学","EE",1,4,0,0,0,0,0,0,0,"Northwestern University","Northwestern University","Top10_50","Top50","MidWest","Others","EE",327,3.86,">325",">106",">3.7"
21963,"manjiangjie",16,106,"320","156","164"," "," 美国","Fall","MS","Admitted","DataScience/Analytics@DS@WPI"," Software Engineering @ BIT",3.5,"","两次（156+164，150+168）",""," Berkeley做research老师推荐信一封","WPI","DataScience/Analytics","BIT","SE",0,4,0,0,1,0,0,0,0,"Worcester Polytechnic Institute","Worcester Polytechnic Institute","Others","Others","EastCoast","Top100~500","Others",320,3.5,"319~322","102~106","3.4~3.55"
21967,"jiaruomi",16,109,"329","","","3.5"," 美国","Fall","MS","Admitted","CE@CE@UCSD"," 信息与通信工程 @ ZJU",86.5,"","329+3.5","","","UCSD","CE","ZJU","信息与通信工程",0,100,0,0,0,0,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Top100","CE",329,3.46,">325",">106","3.4~3.55"
21973,"sxm2357",16,105,"326","156","170","3"," 美国","Fall","MS","Admitted","EE@UCSD"," 通信工程 @ BUPT",92.82,"","156+170+3.0","","","UCSD","EE","BUPT","EE",0,100,0,0,0,0,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Others","EE",326,3.7128,">325","102~106",">3.7"
21978,"imdn",16,105,"326","156","170","4"," 美国","Fall","MS","Admitted","EE@UCSD"," 自动化 @ ZJU",3.95,"","156+170+4",""," 加拿大卡尔加里大学Video&Motion实验室暑期科研实习，美赛一奖，现在网易邮件数据挖掘组实习","UCSD","EE","ZJU","IEOR",0,4,0,1,1,0,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Top100","EE",326,3.95,">325","102~106",">3.7"
21980,"sxzxhqy",16,98,"321","153","168","3"," 美国","Fall","MS","Admitted","EE@UCSD"," 电信工程及管理 @ BUPT",89.73,"","321 153+168+3.0",""," 清华实验室经历 算是有一个牛推","UCSD","EE","BUPT","电信工程及管理",0,100,1,0,1,0,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Others","EE",321,3.5892,"319~322","<=98","3.55~3.7"
21982,"Determinant",16,107,"319","153","166","3.5"," 美国","Fall","PhD","Admitted","CS@University of Pennsylvania"," Computer Science @ 上海交大",84.85,"","153 + 166 + 3.5","","","University of Pennsylvania","CS","上海交大","Computer Science",0,100,0,0,0,0,0,0,0,"University of Pennsylvania","University of Pennsylvania","Top10_50","Top50","EastCoast","Others","CS",319,3.394,"<=319",">106","<=3.4"
21986,"william.chen18",16,104,"320","155","165","3"," 美国","Fall","MS","Admitted","Material@University of Pennsylvania"," Chemical Engineering @ National Taiwan University",3.7,": Polymer Science and Engineering @ National Taiwan University, GPA  3.9/4.0: 海外","320 (V155 Q165 AWA 3)","","轉專業。碩班老闆很欣賞我，表示會幫我寫強力推薦信。三篇研討會論文 (兩個一作 一個二作，台灣高分子年會那篇得了銀牌獎) 一專利為4作。SCI article in preparation","University of Pennsylvania","Material","NationalTaiwanUniversity","Chemical Engineering",0,4,0,0,0,1,1,1,0,"University of Pennsylvania","University of Pennsylvania","Top10_50","Top50","EastCoast","Others","Material",320,3.7,"319~322","102~106","3.55~3.7"
21991,"daizhenghong",16,100,"322","154","168","3.5"," 美国","Fall","MS","Admitted","Material@Upenn"," MSE @ 华中科技大学",89.87,"","154 168 AW3.5","","","Upenn","Material","华中科技大学","Material",0,100,0,1,1,0,0,0,0,"University of Pennsylvania","University of Pennsylvania","Top10_50","Top50","EastCoast","Top100~500","Material",322,3.5948,"319~322","98~102","3.55~3.7"
21995,"Tomakun",16,103,"324","154","170","3"," 美国","Fall","MS","Admitted","CE@UCSD"," 电信工程与管理 @ BUPT",86.72,"","V154+Q170+AW3.0=324+3.0","","","UCSD","CE","BUPT","电信工程与管理",0,100,0,0,0,0,0,0,0,"University of California","University of California","Top10_50","Top50","WestCoast, AK, HI","Others","CE",324,3.4688,"322~325","102~106","3.4~3.55"
22004,"CrystalHu",16,102,"319","151","168","3"," 美国","Fall","PhD","Admitted","CS@UIUC"," CS @ SJTU",90.67,"","151+168+3.0","","","UIUC","CS","SJTU","CS",1,100,0,0,0,0,0,0,0,"University of Illinois at Urbana-Champaign","University of Illinois at Urbana-Champaign","Others","Others","MidWest","Top100","CS",319,3.6268,"<=319","98~102","3.55~3.7"
22014,"NoelleSun",16,103,"322","152","170","3"," 美国","Fall","MS","Admitted","EE@University of Pittsburgh"," 通信工程 @ DLUT",3.56,"","V152(54%) Q170(98%) AW3(15%)",""," 算是没有把。。最好的一封是我们院长的，IEEE fellow","University of Pittsburgh","EE","DLUT","EE",0,4,0,0,0,0,0,0,0,"University of Pittsburgh","University of Pittsburgh","Others","Others","EastCoast","Others","EE",322,3.56,"319~322","102~106","3.55~3.7"
22015,"FelixSchmidt",16,96,"316","149","167","3"," 美国","Fall","MS","Rejected","CS@Dartmouth"," CS @ PKU",3.22,"","149 + 167 + 3.0",""," 国际水会一作已投 && poster@某水会workshop，然后几个没什么用的校级竞赛奖。。。","Dartmouth","CS","PKU","CS",1,4,0,1,1,1,1,0,0,"Dartmouth College","Dartmouth College","Others","Others","EastCoast","Top100","CS",316,3.22,"<=319","<=98","<=3.4"
22017,"lo1002",16,107,"322","","","3.5"," 美国","Fall","MS","Admitted","Chem/CEng@NEU"," 化学 @ 中大港理工联合办学",3.22,"","322 3.5",""," 有一个研究机构的实习经历，总公司应该比较出名，研究方向和我个人research interest也挺相关","NEU","Chem/CEng","中大港理工联合办学","化学",0,4,0,1,1,0,0,0,0,"Northeastern University","Northeastern University","Others","Others","EastCoast","Others","Others",322,3.22,"319~322",">106","<=3.4"
22020,"guolei329",16,102,"322","152","170","3.5"," 美国","Fall","MS","Admitted","CS@NEU"," EE-Power @ XJTU",86.5,"","Total: 322 V: 152 Q: 170 AW: 3.5",""," None","NEU","CS","XJTU","EE-Power",0,100,0,0,0,0,0,0,0,"Northeastern University","Northeastern University","Others","Others","EastCoast","Top100~500","CS",322,3.46,"319~322","98~102","3.4~3.55"
22026,"ywhust",16,94,"316","152","164","3"," 美国","Fall","MS","Admitted","DataScience/Analytics@WPI"," Industrial Engineering @ HUST",84.5,": Industrial Engineering @ HUST, GPA  86.6/100:","316 (152+164+3.0)","","","WPI","DataScience/Analytics","HUST","Industrial Engineering",0,100,0,0,0,0,0,0,0,"Worcester Polytechnic Institute","Worcester Polytechnic Institute","Others","Others","EastCoast","Top100~500","Others",316,3.38,"<=319","<=98","<=3.4"
22040,"iakul2",16,101,"314","144","170","3"," 美国","Fall","MS","Admitted","CS@WPI"," CS",3.5,"","144 170 3.0","","","WPI","CS","CS","CS",1,4,0,0,0,0,0,0,0,"Worcester Polytechnic Institute","Worcester Polytechnic Institute","Others","Others","EastCoast","Others","CS",314,3.5,"<=319","98~102","3.4~3.55"
22041,"zyxwl",16,103,"322","152","170","3.5"," 美国","Fall","PhD","Admitted","Physics@University of Pittsburgh"," PHYS @ USTC",85,"","V: 152, Q: 170, AW: 3.5","","","University of Pittsburgh","Physics","USTC","PHYS",0,100,0,0,0,0,0,0,0,"University of Pittsburgh","University of Pittsburgh","Others","Others","EastCoast","Top100","Others",322,3.4,"319~322","102~106","<=3.4"
22044,"wy3966",16,102,"322","152","170","3.5"," 美国","Fall","MS","Admitted","CS@Northwestern"," 物联网 @ 西安交大",84.5,"","152+170+3.5","","","Northwestern","CS","西安交大","物联网",0,100,0,0,0,0,0,0,0,"Northwestern University","Northwestern University","Top10_50","Top50","MidWest","Others","CS",322,3.38,"319~322","98~102","<=3.4"
22046,"小阳同学",16,102,"325","155","170","3"," 美国","Fall","MS","Admitted","Chem/CEng@University of Rochester"," 化工 @ 天大",3.57,"","155+170 3.0","","","University of Rochester","Chem/CEng","天大","化工",0,4,0,0,0,0,0,0,0,"University of Rochester","University of Rochester","Others","Others","EastCoast","Top100~500","Others",325,3.57,"322~325","98~102","3.55~3.7"
22047,"aznfy",16,99,"319","149","170","3"," 美国","Fall","MS","Admitted","EE@UTD"," 信息工程 @ 华东理工",84.6,"","149+170+3","","","UTD","EE","华东理工","EE",0,100,0,0,0,0,0,0,0,"University of Texas at Dallas","University of Texas at Dallas","Others","Others","GulfCoast","Others","EE",319,3.384,"<=319","98~102","<=3.4"
22067,"ggoddawn",16,95,"324","154","170","3"," 美国","Fall","MS","Admitted","CS@Santa Clara University"," EE @ TW",3.91,"","154 170 3.0",""," 無牛推 科研","Santa Clara University","CS","TW","EE",0,4,0,0,1,0,0,0,0,"Santa Clara University","Santa Clara University","Others","Others","WestCoast, AK, HI","Others","CS",324,3.91,"322~325","<=98",">3.7"
22073,"henry1qaz",16,108,"330","160","170","3.5"," 美国","Fall","MS","Admitted","CS@Santa Clara University"," Accounting and Finance @ University of Hong Kong",3.5,"","160+170+3.5","","","Santa Clara University","CS","UniversityofHongKong","Accounting and Finance",0,4,0,0,0,0,0,0,0,"Santa Clara University","Santa Clara University","Others","Others","WestCoast, AK, HI","Others","CS",330,3.5,">325",">106","3.4~3.55"
22078,"marooned",16,109,"326","158","168","3.5"," 美国","Fall","MS","Rejected","CS@NEU"," CS @ 哈工大",85,"","158+168+3.5",""," 无","NEU","CS","哈工大","CS",1,100,0,1,1,0,0,0,0,"Northeastern University","Northeastern University","Others","Others","EastCoast","Top100~500","CS",326,3.4,">325",">106","<=3.4"
22085,"wsyhya",16,96,"319","151","168","3"," 美国","Fall","MS","Admitted","CS@UTD","  @ WHUT",89.5,"","151+168+3","","","UTD","CS","WHUT","",0,100,0,0,0,0,0,0,0,"University of Texas at Dallas","University of Texas at Dallas","Others","Others","GulfCoast","Others","CS",319,3.58,"<=319","<=98","3.55~3.7"
22090,"Reach",16,93,"308","144","164","3"," 美国","Fall","MS","Admitted","Material@WPI"," 材料 @ ECUST",3.1,"","144+164+3.0","","一篇中文期刊水文；两段实习，一段是世界TOP3化工企业；两段科研，一段学校大创，一段暑期中科院实验室；一个推荐人不知道算不算牛腿，伯克利博士后+劳伦斯国家实验室助理科学家。","WPI","Material","ECUST","Material",0,4,0,1,1,0,0,0,0,"Worcester Polytechnic Institute","Worcester Polytechnic Institute","Others","Others","EastCoast","Others","Material",308,3.1,"<=319","<=98","<=3.4"
22098,"ggoddawn",16,95,"324","154","170","3"," 美国","Fall","MS","Admitted","CE@ASU"," EE @ 台灣後段學校",3.91,"","154 170 3.0",""," 無牛腿  科研","ASU","CE","台灣後段學校","EE",0,4,0,0,1,0,0,0,0,"Arizona State University","Arizona State University","Others","Others","WestCoast, AK, HI","Others","CE",324,3.91,"322~325","<=98",">3.7"
22105,"hcl0601",16,98,"320","154","166","3.5"," 美国","Fall","MS","Admitted","CS@NEU"," ME @ THU",89.5,": ME @ THU, GPA  95.2/100:","154+166+3.5",""," IBM实习半年，一作SCI","NEU","CS","THU","ME",0,100,0,1,0,1,1,1,0,"Northeastern University","Northeastern University","Others","Others","EastCoast","Top100","CS",320,3.58,"319~322","<=98","3.55~3.7"
22116,"flyfollowing",16,93,"315","151","164",""," 美国","Fall","MS","Rejected","CS@NEU"," 信息安全 @ 东北大学",92.6,"","151+164",""," 看定位贴","NEU","CS","东北大学","信息安全",0,100,0,0,0,0,0,0,0,"Northeastern University","Northeastern University","Others","Others","EastCoast","Others","CS",315,3.704,"<=319","<=98",">3.7"
22121,"ggoddawn",16,95,"324","154","170","3"," 美国","Fall","MS","Rejected","CS@WPI"," EE @ 後段學校@TW",3.91,"","154 170 3.0",""," 無牛推","WPI","CS","TW","EE",0,4,0,0,1,0,0,0,0,"Worcester Polytechnic Institute","Worcester Polytechnic Institute","Others","Others","EastCoast","Others","CS",324,3.91,"322~325","<=98",">3.7"
22123,"y6180070",16,105,"322","152","170","3"," 美国","Fall","MS","Admitted","CS@NEU"," 通信工程 @ BUPT",86.21,"","322(V152+Q170)+AW3.0","","","NEU","CS","BUPT","EE",0,100,0,0,0,0,0,0,0,"Northeastern University","Northeastern University","Others","Others","EastCoast","Others","CS",322,3.4484,"319~322","102~106","3.4~3.55"
22124,"Madchemist",16,108,"320","156","164","3.5"," 美国","Fall","PhD","Admitted","Chem/CEng@Texas A&M University"," Chemistry @ PKU",2.89,"","V 156, Q 164, AW 3.5","Chemistry 930/970 (99%)","","Texas A&M University","Chem/CEng","PKU","Chemistry",0,4,0,0,0,0,0,0,0,"Texas A&M University","Texas A&M University","Others","Others","GulfCoast","Top100","Others",320,2.89,"319~322",">106","<=3.4"
22124,"Madchemist",16,108,"320","156","164","3.5"," 美国","Fall","PhD","Admitted","Chem/CEng@Texas A&M University"," Chemistry @ PKU",2.89,"","V 156, Q 164, AW 3.5","Chemistry 930/970 (99%)","","Texas A&M University","Chem/CEng","PKU","Chemistry",0,4,0,0,0,0,0,0,0,"Texas A&M University","Texas A&M University","Others","Others","GulfCoast","Top100","Others",320,2.89,"319~322",">106","<=3.4"
22125,"Sooniy",16,96,"332","","",""," 美国","Fall","MS","Rejected","CS@CS@NEU"," CS @ NEU",3.85,"","332","","","NEU","CS","NEU","CS",1,4,0,0,0,0,0,0,0,"Northeastern University","Northeastern University","Others","Others","EastCoast","Others","CS",332,3.85,">325","<=98",">3.7"
22129,"h0h1h2",16,103,"322","152","170","3"," 美国","Fall","MS","Admitted","EE@UIUC"," EE @ 上海交大",86.4,"","152+170+3",""," EI水文","UIUC","EE","上海交大","EE",1,100,0,0,0,0,0,0,0,"University of Illinois at Urbana-Champaign","University of Illinois at Urbana-Champaign","Others","Others","MidWest","Others","EE",322,3.456,"319~322","102~106","3.4~3.55"
22149,"LydiaLiu",16,108,"324","158","166","3"," 美国","Fall","MS","Rejected","CS@CS@NEU"," 计科 @ BUPT",87.41,"","V158 + Q166 + AW3.0","","","NEU","CS","BUPT","计科",0,100,0,0,0,0,0,0,0,"Northeastern University","Northeastern University","Others","Others","EastCoast","Others","CS",324,3.4964,"322~325",">106","3.4~3.55"
22150,"gxx",16,107,"322","154","168","3"," 美国","Fall","MS","Admitted","CS@NEU"," 软件工程 @ 北京交通大学",91.7,"","154+168+3.0 （唉这个3.0）","","","NEU","CS","北京交通大学","SE",0,100,0,0,0,0,0,0,0,"Northeastern University","Northeastern University","Others","Others","EastCoast","Others","CS",322,3.668,"319~322",">106","3.55~3.7"
22154,"lucien1227",16,100,"322","152","170","3"," 美国","Fall","MS","Admitted","CS@NEU"," Software Engineering @ BUPT",91,"","152+170+3.0",""," None","NEU","CS","BUPT","SE",0,100,0,0,0,0,0,0,0,"Northeastern University","Northeastern University","Others","Others","EastCoast","Others","CS",322,3.64,"319~322","98~102","3.55~3.7"
22156,"veralavander",16,108,"324","154","170","3"," 美国","Fall","MS","Admitted","EE@Upenn"," Communication Engineering @ NKU",91.49,"","154+170+3.0",""," 美赛M奖；电赛国二；一个国创；一个小项目；一段实验室经历","Upenn","EE","NKU","Communication Engineering",0,100,0,0,1,0,0,0,0,"University of Pennsylvania","University of Pennsylvania","Top10_50","Top50","EastCoast","Top100~500","EE",324,3.6596,"322~325",">106","3.55~3.7"
22157,"y6180070",16,105,"322","152","170","3"," 美国","Fall","MS","Rejected","EE@UPenn"," 通信工程 @ BUPT",86.21,"","322(V152+Q170)+AW3.0","","","UPenn","EE","BUPT","EE",0,100,0,0,0,0,0,0,0,"University of Pennsylvania","University of Pennsylvania","Top10_50","Top50","EastCoast","Others","EE",322,3.4484,"319~322","102~106","3.4~3.55"
22159,"ggoddawn",16,95,"324","154","170","3"," 美国","Fall","MS","Rejected","CS@NEU"," EE @ 台灣後段大學",3.91,"","154+170+3.0",""," 無","NEU","CS","台灣後段大學","EE",0,4,0,0,1,0,0,0,0,"Northeastern University","Northeastern University","Others","Others","EastCoast","Others","CS",324,3.91,"322~325","<=98",">3.7"
22164,"yaoyc94",16,107,"326","156","170","3"," 美国","Fall","MS","Admitted","EE@Upenn"," ECE @ SJTU",3.38,"","156+170+3.0",""," 一篇一作EI会议论文","Upenn","EE","SJTU","ECE",0,4,0,0,0,1,1,0,0,"University of Pennsylvania","University of Pennsylvania","Top10_50","Top50","EastCoast","Top100","EE",326,3.38,">325",">106","<=3.4"
22169,"fallcreek",16,100,"317","150","167","3"," 美国","Fall","MS","Admitted","CS@NEU"," 计科 @ BUPT",87.79,"","150+167+3","","","NEU","CS","BUPT","计科",0,100,0,0,1,0,0,0,0,"Northeastern University","Northeastern University","Others","Others","EastCoast","Others","CS",317,3.5116,"<=319","98~102","3.4~3.55"
22170,"faxumant_1994",16,103,"325","","","3"," 美国","Fall","MS","Admitted","CE@NWU"," 电气工程及其自动化 @ ZJU",3.72,"","325+3.0","","走了浙大的西北4+1项目（其实和正常申请差不多，学校会出一个推荐名单给对方）","NWU","CE","ZJU","电气工程及其自动化",0,4,0,0,1,0,0,0,0,"Northwestern University","Northwestern University","Top10_50","Top50","MidWest","Top100","CE",325,3.72,"322~325","102~106",">3.7"
22171,"老魏",16,106,"326","156","170","3"," 美国","Fall","MS","Admitted","EE@Northwestern"," Automation @ Tongji",90,"","156 170 3.0",""," 无牛推 一个IEEE会议文章 两个水journal","Northwestern","EE","Tongji","IEOR",0,100,0,0,0,1,0,0,0,"Northwestern University","Northwestern University","Top10_50","Top50","MidWest","Top100~500","EE",326,3.6,">325","102~106","3.55~3.7"
